,PROPERTY_ID,PROPERTY_TYPE,BEDROOMS,BATHROOMS,SQUARE_FOOTAGE,LOT_SIZE,TAX_2024,EVENT_DATE,EVENT_PRICE,STATE,CITY,ZIP_CODE,PROPERTY_AGE
1282,"7025-Sw-103rd-Street-Rd,-Ocala,-FL-34476",Single Family,4.0,3.5,2652.0,126760.0,3058.0,2010-06-07,250000.0,FL,Ocala,34476,37
1283,"1061-Pinedale-Dr-SE,-Smyrna,-GA-30080",Single Family,3.0,1.0,1072.0,7626.0,3739.0,2019-07-03,265000.0,GA,Smyrna,30080,71
1284,"217-Cedar-Elm-Rd,-Durham,-NC-27713",Single Family,2.0,2.5,1372.0,1307.0,2553.0,2018-08-08,190000.0,NC,Durham,27713,20
1285,"2206-Holly-Pine-Cir,-Orlando,-FL-32820",Single Family,4.0,3.0,3216.0,11193.0,5494.0,2016-04-19,302500.0,FL,Orlando,32820,20
1286,"3818-Summit-Ave,-Belleville,-IL-62226",Multi-Family,3.0,2.0,1840.0,6098.0,3739.0,2012-09-13,72000.0,IL,Belleville,62226,72
1287,"164-Maryellen-Dr,-North-Versailles,-PA-15137",Single Family,3.0,1.0,1576.0,7112.0,2971.0,2001-10-30,94000.0,PA,North Versailles,15137,49
1288,"20-Corkery-Ln,-Williamstown,-NJ-08094",Single Family,3.0,2.0,1422.0,24000.0,3739.0,1986-08-15,56000.0,NJ,Williamstown,8094,49
1289,"3586-La-Playas-Ct,-Unit-D2,-Greenacres,-FL-33463",Condo,1.0,1.0,860.0,8276.0,3739.0,2022-11-18,123000.0,FL,Greenacres,33463,47
1290,"4-Harrington-Dr,-Columbus,-NJ-08022",Single Family,3.0,2.0,2093.0,8516.0,3739.0,2021-06-05,357500.0,NJ,Columbus,8022,24
1291,"1059-Sweet-Briar-Pl,-Wellington,-FL-33414",Single Family,3.0,2.0,1814.0,8159.0,8473.0,2005-07-19,360000.0,FL,Wellington,33414,31
1292,"24-Bryant-Ave,-Duxbury,-MA-02332",Single Family,3.0,2.5,1768.0,7000.0,3739.0,2012-06-29,272000.0,MA,Duxbury,2332,11
1293,"11833-Hickorynut-Dr,-Tampa,-FL-33625",Single Family,3.0,2.0,1283.0,44077.0,2029.0,2012-02-10,115000.0,FL,Tampa,33625,40
1294,"27-Haas-Ave,-Memphis,-TN-38109",Single Family,3.0,2.0,1350.0,4530.0,3739.0,2002-10-21,71500.0,TN,Memphis,38109,24
1295,"5157-N-58th-St,-Milwaukee,-WI-53218",Single Family,5.0,1.0,1759.0,6160.0,3739.0,2009-02-20,49900.0,WI,Milwaukee,53218,97
1296,"2212-Aragon-Dr,-Shakopee,-MN-55379",Single Family,3.0,1.0,1868.0,8712.0,4814.0,2022-10-04,476360.0,MN,Shakopee,55379,4
1297,"1220-Kachina-Dr,-Colorado-Springs,-CO-80915",Single Family,4.0,3.0,1506.0,9800.0,1846.0,2022-03-23,473000.0,CO,Colorado Springs,80915,55
1298,"1347-S-Emporia-Ave,-Wichita,-KS-67211",Single Family,3.0,2.0,1840.0,7405.0,382.0,2000-11-01,41000.0,KS,Wichita,67211,126
1299,"245-Winter-Ridge-Blvd,-Winter-Haven,-FL-33881",Condo,2.0,2.0,1073.0,1140.0,2611.0,2024-12-17,175000.0,FL,Winter Haven,33881,34
1300,"1302-Floral-Way,-Apopka,-FL-32703",Single Family,3.0,2.0,1211.0,13500.0,3326.0,2021-05-19,289000.0,FL,Apopka,32703,57
1301,"18567-English-Ave,-Farmington,-MN-55024",Single Family,4.0,2.0,1118.0,10890.0,3739.0,2004-02-18,119478.0,MN,Farmington,55024,32
1302,"1496-Forest-Dr-SE,-Smyrna,-GA-30080",Single Family,3.0,2.5,2372.0,12125.0,3739.0,2023-06-01,575000.0,GA,Smyrna,30080,68
1303,"5668-Correll-Dr,-Apt-103,-Ferndale,-WA-98248",Condo,2.0,2.0,1100.0,1165.0,3739.0,2018-09-14,245000.0,WA,Ferndale,98248,21
1304,"5142-Algean-Dr,-Canal-Winchester,-OH-43110",Single Family,3.0,2.5,1582.0,5489.0,3739.0,2023-02-21,274900.0,OH,Canal Winchester,43110,27
1305,"238-Pinehurst-Dr,-Winder,-GA-30680",Single Family,3.0,3.0,2656.0,8276.0,3900.0,2022-06-29,477100.0,GA,Winder,30680,4
1306,"93-Claremont-Ave,-Santa-Clara,-CA-95051",Single Family,8.0,4.0,3085.0,6090.0,9503.0,1998-11-17,460000.0,CA,Santa Clara,95051,70
1307,"11761-Malagon-Dr,-Fontana,-CA-92337",Single Family,5.0,2.5,1892.0,3600.0,6861.0,2012-06-06,200000.0,CA,Fontana,92337,37
1308,"237-Oxford-Woods-Dr,-Angier,-NC-27501",Single Family,3.0,3.0,1956.0,26136.0,1974.0,2016-12-01,197000.0,NC,Angier,27501,10
1309,"203-Lyttleton-Way,-Anderson,-SC-29621",Single Family,3.0,3.0,2233.0,9583.0,1496.0,2022-08-30,312000.0,SC,Anderson,29621,25
1310,"5221-Boston-St,-Denver,-CO-80238",Single Family,3.0,3.5,2580.0,5256.0,11207.0,2017-02-14,665000.0,CO,Denver,80238,10
1311,"1018-Bennington-Dr,-Charleston,-SC-29492",Single Family,3.0,2.5,1934.0,8276.0,3739.0,2019-05-03,251000.0,SC,Charleston,29492,18
1312,"101-Golden-Rod-Trl,-Perry,-GA-31069",Single Family,4.0,2.5,2602.0,7841.0,487.0,2021-05-03,270000.0,GA,Perry,31069,8
1313,"2218-5th-Ave-S,-Fargo,-ND-58103",Single Family,3.0,2.0,784.0,6752.0,3739.0,2019-06-18,149000.0,ND,Fargo,58103,72
1314,"18306-Bluebell-Ln,-Olney,-MD-20832",Single Family,5.0,4.5,2816.0,11550.0,9211.0,2015-06-25,638000.0,MD,Olney,20832,28
1315,"26-Ellsworth-Ave,-Staten-Island,-NY-10312",Single Family,3.0,2.0,2510.0,4200.0,8989.0,2017-07-05,631000.0,NY,Staten Island,10312,56
1316,"501-Kenilworth-Ave,-Dayton,-OH-45405",Single Family,2.0,1.0,1311.0,5458.0,323.0,2022-10-24,114900.0,OH,Dayton,45405,102
1317,"6450-Summerlinn-Way,-West-Linn,-OR-97068",Condo,2.0,2.0,1161.0,1286.0,4280.0,2014-12-05,221500.0,OR,West Linn,97068,23
1318,"774-80th-St,-Roseville,-IL-61473",Single Family,3.0,2.0,1504.0,229126.0,3739.0,2015-07-15,142100.0,IL,Roseville,61473,96
1319,"22228-Fairbury-Ave,-Queens-Village,-NY-11428",Single Family,2.0,1.5,1024.0,3500.0,5241.0,1995-08-30,138500.0,NY,Queens Village,11428,101
1320,"619-Van-Gogh-Ct,-Williamstown,-NJ-08094",Condo,3.0,2.0,1286.0,8276.0,3739.0,2021-09-13,167450.0,NJ,Williamstown,8094,12
1321,"4408-Weyburn-Dr,-Annandale,-VA-22003",Single Family,3.0,2.0,1276.0,8400.0,3739.0,2015-11-24,462000.0,VA,Annandale,22003,67
1322,"434-Saint-Charles-St,-Elgin,-IL-60120",Single Family,3.0,1.5,2200.0,12000.0,3739.0,2017-10-19,125000.0,IL,Elgin,60120,147
1323,"16420-Highland-Ave,-Apt-4J,-Jamaica,-NY-11432",Apartment,3.0,2.0,115312.0,71500.0,3739.0,2023-12-27,125000.0,NY,Jamaica,11432,68
1324,"2339-Rolling-Hill-Rd,-Fayetteville,-NC-28304",Single Family,3.0,2.5,2048.0,16553.0,2860.0,2014-09-16,185500.0,NC,Fayetteville,28304,47
1325,"1121-9th-Ave-SE,-Jamestown,-ND-58401",Single Family,3.0,2.0,1584.0,8276.0,3739.0,2013-06-20,74000.0,ND,Jamestown,58401,46
1326,"378-Woburn-St,-Lexington,-MA-02420",Single Family,4.0,4.0,4108.0,13250.0,29621.0,2021-09-08,2300000.0,MA,Lexington,2420,6
1327,"105-Domingues-Ave,-Meridianville,-AL-35759",Single Family,4.0,2.0,1852.0,7841.0,2103.0,2024-02-12,286390.0,AL,Meridianville,35759,3
1328,"1086-Laura-Ct,-Hobart,-IN-46342",Single Family,3.0,2.0,1423.0,7318.0,3739.0,2020-04-03,235000.0,IN,Hobart,46342,26
1329,"1805-Smoketree-Ln,-Alabaster,-AL-35007",Single Family,3.0,2.0,1495.0,18694.0,3739.0,2005-06-20,133900.0,AL,Alabaster,35007,52
1330,"551-Oakley-Ave,-Elmont,-NY-11003",Single Family,4.0,2.0,1518.0,4800.0,3858.0,2023-09-01,659000.0,NY,Elmont,11003,66
1331,"2017-Dawson-Dr,-Saint-Charles,-MO-63301",Single Family,3.0,2.0,1032.0,9225.0,3739.0,2022-05-05,225000.0,MO,Saint Charles,63301,63
1332,"5088-Elata-Ave,-Yucca-Valley,-CA-92284",Single Family,3.0,2.5,1929.0,108900.0,3739.0,2021-05-04,380000.0,CA,Yucca Valley,92284,57
1333,"177-Se-2nd-Ct,-Deerfield-Beach,-FL-33441",Single Family,3.0,3.0,1384.0,907.0,900.0,2012-10-25,250000.0,FL,Deerfield Beach,33441,20
1334,"20201-126th-Ave-NE,-Bothell,-WA-98011",Single Family,5.0,3.5,4240.0,9760.0,11904.0,2018-08-14,934000.0,WA,Bothell,98011,11
1335,"1122-Cherry-Hill-Ln,-Webster,-NY-14580",Single Family,3.0,2.0,1655.0,16117.0,3739.0,2013-11-20,153000.0,NY,Webster,14580,62
1336,"856-Washington-Ave,-Apt-1B,-Brooklyn,-NY-11238",Apartment,1.0,1.0,798.0,8276.0,7525.0,2022-07-15,860000.0,NY,Brooklyn,11238,9
1337,"11922-Bellaire-St,-Apt-F,-Thornton,-CO-80233",Condo,2.0,2.0,942.0,43560.0,2143.0,2002-07-05,122100.0,CO,Thornton,80233,44
1338,"11922-Bellaire-St,-Apt-F,-Thornton,-CO-80233",Condo,2.0,2.0,942.0,43560.0,2143.0,2020-06-23,217000.0,CO,Thornton,80233,44
1339,"1219-W-Wynnewood-Rd,-Apt-201,-Wynnewood,-PA-19096",Condo,2.0,2.0,1341.0,1341.0,5202.0,2022-09-23,335500.0,PA,Wynnewood,19096,50
1340,"3I-Fernwood-Dr,-Bolingbrook,-IL-60440",Single Family,3.0,1.0,966.0,3807.0,3739.0,2013-07-29,35100.0,IL,Bolingbrook,60440,54
1341,"1316-Debbs-Ln,-Chesapeake,-VA-23320",Single Family,3.0,2.0,1431.0,7536.0,3739.0,2018-10-03,200000.0,VA,Chesapeake,23320,40
1342,"2314-Somerset-Rd,-Jacksonville,-FL-32210",Single Family,3.0,2.0,1512.0,6565.0,566.0,1981-11-30,38500.0,FL,Jacksonville,32210,84
1343,"9026-W-Forestview-Dr,-Riverside,-IL-60546",Single Family,4.0,2.5,1784.0,4480.0,3739.0,2022-01-26,390000.0,IL,Riverside,60546,79
1344,"3910-Sw-48th-Ave,-Hollywood,-FL-33023",Multi-Family,2.0,2.0,966.0,2277.0,673.0,2010-12-10,65000.0,FL,Hollywood,33023,20
1345,"10536-W-Preston-Ln,-Tolleson,-AZ-85353",Single Family,3.0,3.0,2228.0,7177.0,1753.0,2017-09-15,219500.0,AZ,Tolleson,85353,24
1346,"660-Summer-Pl,-Ponte-Vedra-Beach,-FL-32082",Condo,1.0,1.0,572.0,8276.0,3988.0,2023-11-06,370000.0,FL,Ponte Vedra Beach,32082,44
1347,"20406-Little-Bear-Creek-Rd,-Unit-35,-Woodinville,-WA-98072",Manufactured,3.0,1.0,960.0,8276.0,3739.0,2021-06-10,135000.0,WA,Woodinville,98072,48
1348,"880-Peregrine-Dr,-Indialantic,-FL-32903",Single Family,4.0,4.0,4015.0,12197.0,7894.0,2013-11-22,475000.0,FL,Indialantic,32903,36
1349,"22-Mary-Ann-Ct,-Florissant,-MO-63031",Single Family,2.0,1.0,936.0,8350.0,1899.0,2021-08-27,115000.0,MO,Florissant,63031,72
1350,"223-Debbie-Ct,-Phenix-City,-AL-36870",Manufactured,3.0,1.0,1488.0,19166.0,125.0,2000-10-19,15800.0,AL,Phenix City,36870,56
1351,"604-Bobbie-Dr,-Danville,-CA-94526",Single Family,4.0,3.0,2905.0,14200.0,18453.0,2018-03-27,1449000.0,CA,Danville,94526,70
1352,"5289-Winestone-Cv,-Memphis,-TN-38120",Single Family,4.0,4.5,3981.0,10846.0,3739.0,2022-01-18,880000.0,TN,Memphis,38120,13
1353,"38-Swift,-Lake-Forest,-CA-92630",Single Family,4.0,4.5,3044.0,5144.0,16276.0,2020-12-01,1460000.0,CA,Lake Forest,92630,10
1354,"9-Old-Landing-Rd,-Mantua,-NJ-08051",Single Family,3.0,2.0,2486.0,45738.0,3739.0,2021-07-19,477000.0,NJ,Mantua,8051,51
1355,"115-Shirley-Ln,-Boiling-Springs,-PA-17007",Single Family,5.0,3.0,2401.0,25265.0,4399.0,2019-07-02,310000.0,PA,Boiling Springs,17007,26
1356,"11264-Highway,-62,-Eagle-Point,-OR-97524",Unknown,3.0,2.0,1584.0,8276.0,3739.0,2001-08-31,100000.0,OR,Eagle Point,97524,46
1357,"10454-Beautiful-Fruit-St,-Las-Vegas,-NV-89183",Single Family,3.0,2.5,1230.0,1742.0,3739.0,2003-09-03,134225.0,NV,Las Vegas,89183,22
1358,"68-English-Dr,-Candler,-NC-28715",Single Family,3.0,2.0,1396.0,25265.0,1318.0,2022-10-26,278000.0,NC,Candler,28715,59
1359,"25-Anderson-Dr,-Crested-Butte,-CO-81224",Single Family,3.0,3.0,1156.0,28314.0,5850.0,2018-04-20,89000.0,CO,Crested Butte,81224,7
1360,"204-Seaton-Ave,-Lehigh-Acres,-FL-33936",Single Family,3.0,2.0,1463.0,9350.0,2017.0,2019-02-12,135000.0,FL,Lehigh Acres,33936,52
1361,"401-S-22nd-Ave,-Brighton,-CO-80601",Single Family,4.0,3.0,1818.0,11016.0,5580.0,2021-09-09,558230.0,CO,Brighton,80601,5
1362,"316-Grand-Ave,-Long-Beach,-CA-90814",Single Family,2.0,2.0,1526.0,5101.0,7582.0,2001-03-19,375000.0,CA,Long Beach,90814,71
1363,"11-Shady-Cove-Ct,-Azusa,-CA-91702",Single Family,4.0,3.0,2481.0,5735.0,13184.0,2004-03-31,671000.0,CA,Azusa,91702,24
1364,"1802-Eleuthera-Pt,-Apt-G3,-Coconut-Creek,-FL-33066",Condo,2.0,2.0,1157.0,8276.0,551.0,2010-05-06,65500.0,FL,Coconut Creek,33066,38
1365,"39-Bennett-St,-Wakefield,-MA-01880",Single Family,3.0,2.0,1413.0,21715.0,7854.0,1991-10-31,125000.0,MA,Wakefield,1880,106
1366,"4706-Lucerne-Lakes-Blvd-E,-Apt-206,-Lake-Worth,-FL-33467",Condo,2.0,2.0,1186.0,43560.0,2340.0,2022-03-04,190000.0,FL,Lake Worth,33467,36
1367,"311-W-Tishomingo-St,-Madill,-OK-73446",Land,3.0,1.0,1404.0,10500.0,293.0,2004-11-23,49000.0,OK,Madill,73446,91
1368,"4630-Reamer-Ave,-Columbia,-SC-29206",Single Family,3.0,2.0,2226.0,21780.0,3739.0,2013-03-15,135600.0,SC,Columbia,29206,72
1369,"2408-Sw-54th-St,-Lawton,-OK-73505",Single Family,3.0,2.0,2027.0,8276.0,2856.0,2013-08-09,212000.0,OK,Lawton,73505,14
1370,"2988-Redbud-Ct,-Grand-Junction,-CO-81504",Single Family,3.0,1.0,1504.0,5663.0,3739.0,2011-05-17,140000.0,CO,Grand Junction,81504,23
1371,"463-Eltingville-Blvd,-Staten-Island,-NY-10312",Single Family,3.0,2.0,1176.0,2375.0,5949.0,2005-02-22,365000.0,NY,Staten Island,10312,49
1372,"3110-Main-St,-Manchester,-MD-21102",Single Family,3.0,1.5,1604.0,4792.0,3739.0,2001-08-16,81000.0,MD,Manchester,21102,126
1373,"9185-Rosewater-Ln,-Jacksonville,-FL-32256",Single Family,2.0,2.0,1748.0,5947.0,3805.0,2007-02-15,344600.0,FL,Jacksonville,32256,20
1374,"6005-Kimbrell-Ln-NW,-Huntsville,-AL-35810",Single Family,3.0,1.5,2064.0,11979.0,877.0,2016-11-04,109900.0,AL,Huntsville,35810,58
1375,"119-W-Washington-Ln,-Philadelphia,-PA-19144",Single Family,5.0,3.0,2119.0,2046.0,2167.0,2000-06-27,46900.0,PA,Philadelphia,19144,126
1376,"315-E-Celestial-Dr,-Greer,-SC-29651",Single Family,3.0,2.0,1388.0,12600.0,590.0,1991-05-01,6000.0,SC,Greer,29651,35
1377,"548-Adams-Gate-Rd,-Winston-Salem,-NC-27107",Single Family,3.0,2.0,1674.0,20473.0,3301.0,2023-08-03,306333.0,NC,Winston Salem,27107,37
1378,"3108-Musket-Ridge-Dr,-Columbus,-OH-43223",Single Family,3.0,1.5,924.0,6011.0,3739.0,2021-09-22,197700.0,OH,Columbus,43223,57
1379,"3312-Spanish-Wells-Dr,-Unit-47B,-Delray-Beach,-FL-33445",Condo,2.0,2.5,1232.0,8276.0,5337.0,1984-05-01,67000.0,FL,Delray Beach,33445,46
1380,"8710-Aspen-Grove-Ct,-Odenton,-MD-21113",Condo,3.0,2.5,1332.0,659.0,3739.0,2001-08-14,152200.0,MD,Odenton,21113,25
1381,"5425-Somerset-Oak-Ln,-Cumming,-GA-30040",Single Family,6.0,5.0,4063.0,15682.0,3739.0,2022-05-23,1000000.0,GA,Cumming,30040,8
1382,"3233-Brook-Harbour-Dr,-Rockford,-IL-61114",Condo,3.0,4.0,2624.0,974437.0,3739.0,2023-09-08,335000.0,IL,Rockford,61114,19
1383,"2907-E-Charleston-Ave,-Phoenix,-AZ-85032",Single Family,3.0,2.0,1288.0,6301.0,1172.0,2008-07-29,170000.0,AZ,Phoenix,85032,41
1384,"1701-S-9th-Ave,-Sioux-Falls,-SD-57105",Single Family,2.0,1.0,1149.0,5240.0,3739.0,2004-06-01,116600.0,SD,Sioux Falls,57105,100
1385,"2013-Sw-149th-Ave,-Miramar,-FL-33027",Single Family,4.0,3.0,2637.0,5704.0,7998.0,2024-07-05,665000.0,FL,Miramar,33027,26
1386,"636-9th-St,-Hermosa-Beach,-CA-90254",Townhouse,4.0,3.5,2944.0,5398.0,3739.0,2025-06-05,2300000.0,CA,Hermosa Beach,90254,23
1387,"1811-Vineyard-St,-Philadelphia,-PA-19130",Single Family,4.0,1.0,1232.0,681.0,2956.0,2012-03-01,164900.0,PA,Philadelphia,19130,106
1388,"4789-Cypress-Dr-S,-Boynton-Beach,-FL-33436",Single Family,4.0,3.0,2214.0,12001.0,5904.0,2017-11-03,410000.0,FL,Boynton Beach,33436,27
1389,"19605-Nw-32nd-Ct,-Miami-Gardens,-FL-33056",Single Family,3.0,2.0,1152.0,7500.0,2450.0,2011-03-25,125000.0,FL,Miami Gardens,33056,50
1390,"17800-Nw-22nd-Ave,-Miami-Gardens,-FL-33056",Single Family,4.0,2.0,3374.0,1.0,3739.0,2020-12-30,450000.0,FL,Miami Gardens,33056,68
1391,"12130-S-Eggleston-Ave,-Chicago,-IL-60628",Single Family,6.0,2.0,1877.0,6150.0,3739.0,1995-08-04,69000.0,IL,Chicago,60628,102
1392,"22-Illinois-Rd,-Lehigh-Acres,-FL-33936",Single Family,2.0,1.0,895.0,20000.0,2140.0,2014-08-25,36500.0,FL,Lehigh Acres,33936,55
1393,"2717-Ector-Rd-N,-Jacksonville,-FL-32211",Single Family,3.0,2.0,1682.0,9152.0,2256.0,2019-11-05,170000.0,FL,Jacksonville,32211,68
1394,"402-Township-Dr,-Centerton,-AR-72719",Single Family,3.0,2.0,1292.0,7405.0,1660.0,2005-04-25,112000.0,AR,Centerton,72719,26
1395,"1215-Aloha-Ct,-Red-Bluff,-CA-96080",Single Family,3.0,2.0,1502.0,23136.0,3232.0,2021-09-21,300000.0,CA,Red Bluff,96080,45
1396,"7350-Eaton-Ct,-University-Park,-FL-34201",Single Family,3.0,2.0,2376.0,11718.0,6844.0,2003-04-18,360000.0,FL,University Park,34201,31
1397,"146-Glenside-Trl,-Sparta,-NJ-07871",Single Family,3.0,2.0,1114.0,16030.0,3739.0,2004-09-08,230000.0,NJ,Sparta,7871,80
1398,"1446-Sonata-Ct,-Navarre,-FL-32566",Single Family,4.0,3.0,2144.0,8276.0,9899.0,2020-08-24,750000.0,FL,Navarre,32566,31
1399,"10524-Beneva-Dr,-Tampa,-FL-33647",Single Family,3.0,2.0,1528.0,6839.0,2335.0,2003-05-28,144800.0,FL,Tampa,33647,23
1400,"8-Roosevelt-Ter,-Bayonne,-NJ-07002",Single Family,3.0,2.0,2416.0,3528.0,3739.0,2012-12-20,395000.0,NJ,Bayonne,7002,71
1401,"1801-Lord-Fitzwalter-Dr,-Miamisburg,-OH-45342",Single Family,4.0,2.5,2060.0,10019.0,5225.0,2015-08-25,190000.0,OH,Miamisburg,45342,39
1402,"1530-Orchard-Gate-Ln,-Westmont,-IL-60559",Condo,3.0,3.0,1358.0,3920.0,3739.0,2011-09-29,155000.0,IL,Westmont,60559,40
1403,"19-Barkridge-Ct,-Durham,-NC-27713",Single Family,4.0,2.5,2216.0,20473.0,3739.0,2021-09-17,475000.0,NC,Durham,27713,41
1404,"208-Wayfair-Ln,-Franklin-Lakes,-NJ-07417",Single Family,3.0,2.0,2208.0,40075.0,3739.0,2015-10-26,787500.0,NJ,Franklin Lakes,7417,62
1405,"103-Windward-Point-Dr,-Saint-Simons-Island,-GA-31522",Condo,3.0,3.0,1450.0,8276.0,3973.0,2020-01-30,368500.0,GA,Saint Simons Island,31522,23
1406,"437-High-St,-Medford,-MA-02155",Condo,4.0,3.0,4513.0,3045.0,3739.0,2025-01-10,1375000.0,MA,Medford,2155,108
1407,"3400-Sw-75th-Ave,-Miami,-FL-33155",Single Family,3.0,1.0,975.0,7288.0,8572.0,2017-11-16,270000.0,FL,Miami,33155,72
1408,"7413-S-40th-Ln,-Phoenix,-AZ-85041",Single Family,3.0,2.0,1830.0,4384.0,1720.0,2001-07-24,128311.0,AZ,Phoenix,85041,25
1409,"553-Commonwealth-Ave,-Jackson,-MI-49202",Single Family,2.0,1.0,864.0,5750.0,3739.0,2022-04-15,132000.0,MI,Jackson,49202,101
1410,"2204-W-Olive-Ct,-Fort-Collins,-CO-80521",Single Family,5.0,2.0,912.0,6970.0,3017.0,2020-09-11,420500.0,CO,Fort Collins,80521,56
1411,"6009-Brass-Lantern-Ct,-Raleigh,-NC-27606",Single Family,3.0,2.0,2495.0,97139.0,4113.0,2022-05-31,1100000.0,NC,Raleigh,27606,42
1412,"11610-Nw-23rd-St,-Pembroke-Pines,-FL-33026",Single Family,3.0,2.0,1978.0,14361.0,4958.0,2014-02-05,209000.0,FL,Pembroke Pines,33026,49
1413,"11348-Monument-Landing-Blvd,-Jacksonville,-FL-32225",Single Family,3.0,2.0,1608.0,7400.0,2240.0,2002-06-21,118800.0,FL,Jacksonville,32225,24
1414,"6484-Golden-Briar-Ln,-Colorado-Springs,-CO-80927",Single Family,2.0,2.0,1953.0,5652.0,4534.0,2020-09-21,471000.0,CO,Colorado Springs,80927,9
1415,"2004-Old-Pendleton-Rd,-Easley,-SC-29642",Single Family,2.0,1.0,720.0,47916.0,3739.0,2017-04-07,25000.0,SC,Easley,29642,46
1416,"73412-Mariposa-Dr,-Palm-Desert,-CA-92260",Condo,2.0,2.0,1633.0,4455.0,3739.0,2017-06-30,451000.0,CA,Palm Desert,92260,47
1417,"2900-22nd-St,-Apt-6,-San-Francisco,-CA-94110",Condo,3.0,2.0,865.0,8276.0,7459.0,2003-09-24,405000.0,CA,San Francisco,94110,23
1418,"330-Bronze-St,-Fairhope,-AL-36532",Single Family,3.0,2.0,1684.0,8276.0,3739.0,2021-01-25,224805.0,AL,Fairhope,36532,5
1419,"2709-Buckboard-Dr,-Hillsborough,-NC-27278",Single Family,4.0,2.0,1860.0,91040.0,2685.0,2008-08-18,267000.0,NC,Hillsborough,27278,50
1420,"334-Sonnet-Ln,-Collegeville,-PA-19426",Single Family,4.0,2.5,2804.0,12351.0,3739.0,1997-06-27,216000.0,PA,Collegeville,19426,32
1421,"29272-Via,-Frontera,-Murrieta,-CA-92563",Condo,2.0,1.0,1585.0,871.0,4980.0,2024-02-14,460000.0,CA,Murrieta,92563,54
1422,"1609-Mulberry-Ct,-Poughkeepsie,-NY-12603",Condo,2.0,2.0,1356.0,8276.0,3739.0,2020-07-24,160000.0,NY,Poughkeepsie,12603,52
1423,"17107-Cambridge-Woods-Ct,-Charlotte,-NC-28277",Single Family,4.0,2.5,2088.0,17519.0,3739.0,2015-04-28,248500.0,NC,Charlotte,28277,24
1424,"1204-Churchill-Rd,-Cleveland,-OH-44124",Single Family,3.0,1.0,1064.0,6750.0,3739.0,2003-01-31,137000.0,OH,Cleveland,44124,69
1425,"808-E-Shreveport-St,-Broken-Arrow,-OK-74011",Single Family,3.0,2.0,3097.0,12153.0,3739.0,2003-08-15,65000.0,OK,Broken Arrow,74011,23
1426,"2259-50th-Street-Cir-E,-Palmetto,-FL-34221",Single Family,4.0,3.5,3552.0,7596.0,3174.0,2016-04-27,102600.0,FL,Palmetto,34221,13
1427,"22945-Aurora-View-Dr,-Brambleton,-VA-20148",Single Family,5.0,4.5,2828.0,4356.0,8354.0,2022-09-08,1011190.0,VA,Brambleton,20148,4
1428,"301-E-79th-St,-Apt-9S,-New-York,-NY-10075",Condo,1.0,1.0,681.0,8276.0,3739.0,2020-11-16,900000.0,NY,New York,10075,51
1429,"17104-Prestwick-Cir,-Edmond,-OK-73012",Single Family,4.0,3.5,3812.0,24481.0,5442.0,2011-07-07,341000.0,OK,Edmond,73012,21
1430,"155-Pineview-Dr,-Bristol,-VA-24201",Single Family,3.0,1.5,1219.0,8276.0,1151.0,2014-11-18,116500.0,VA,Bristol,24201,57
1431,"10136-E-Filaree-Ln,-Scottsdale,-AZ-85262",Single Family,4.0,4.5,4324.0,40075.0,4776.0,2021-06-18,1400000.0,AZ,Scottsdale,85262,19
1432,"3216-Highlands-Blvd,-Puyallup,-WA-98372",Single Family,3.0,3.0,1776.0,3214.0,4530.0,2021-04-19,483000.0,WA,Puyallup,98372,18
1433,"28761-Calle-Posada,-San-Juan-Capistrano,-CA-92675",Single Family,4.0,3.5,3510.0,11549.0,9865.0,2000-11-30,630000.0,CA,San Juan Capistrano,92675,36
1434,"950-Highland-Ave,-Hamilton,-OH-45013",Single Family,3.0,2.0,1188.0,8761.0,2671.0,2022-10-19,180000.0,OH,Hamilton,45013,76
1435,"24-Bridle-Ln,-Hicksville,-NY-11801",Single Family,3.0,2.0,1114.0,6000.0,4153.0,2007-10-17,409000.0,NY,Hicksville,11801,78
1436,"464-Claire-Dr-NE,-Atlanta,-GA-30307",Single Family,3.0,2.0,1356.0,9583.0,3739.0,1994-12-05,200000.0,GA,Atlanta,30307,91
1437,"116-Alabama-Ave,-Selma,-AL-36701",Single Family,2.0,1.0,1600.0,7200.0,565.0,2023-09-06,128000.0,AL,Selma,36701,116
1438,"474-Pacific-St,-Massapequa-Park,-NY-11762",Single Family,3.0,1.5,1528.0,6300.0,3166.0,2006-04-28,249400.0,NY,Massapequa Park,11762,72
1439,"3726-Dinosaur-St,-Castle-Rock,-CO-80109",Single Family,3.0,2.0,1390.0,4966.0,3968.0,2020-01-23,435000.0,CO,Castle Rock,80109,20
1440,"3428-Kneeland-Cir,-Howell,-MI-48843",Condo,2.0,2.0,1301.0,8276.0,3739.0,2021-03-01,154000.0,MI,Howell,48843,23
1441,"6234-Pesta-Ct,-Raleigh,-NC-27612",Single Family,3.0,2.0,1370.0,1307.0,2898.0,2017-06-30,200000.0,NC,Raleigh,27612,9
1442,"127-Mountainview-Pkwy,-Susanville,-CA-96130",Single Family,2.0,2.0,1152.0,4562.0,1283.0,2019-05-28,115000.0,CA,Susanville,96130,29
1443,"1345-Hubert-Pierce-Rd,-Mobile,-AL-36608",Single Family,2.0,1.0,936.0,43560.0,3739.0,2020-02-26,78000.0,AL,Mobile,36608,37
